Query,PubChem CID,Molecular Weight,Molecular Formula,CID,MolecularFormula,MolecularWeight,SMILES,CanonicalSMILES,IsomericSMILES,InChI,InChIKey,IUPACName,XLogP,ExactMass,MonoisotopicMass,TPSA,Complexity,Charge,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,IsotopeAtomCount,DefinedAtomStereoCount,UndefinedAtomStereoCount,DefinedBondStereoCount,UndefinedBondStereoCount,CovalentUnitCount,Volume3D,XStericQuadrupole3D,YStericQuadrupole3D,ZStericQuadrupole3D,FeatureAcceptorCount3D,FeatureDonorCount3D,FeatureAnionCount3D,FeatureCationCount3D,FeatureRingCount3D,FeatureHydrophobeCount3D,EffectiveRotorCount3D,ConformerCount3D,Fingerprint2D
CHEMBL1080902,135934877,324.33,C17H16N4O3,135934877.0,C17H16N4O3,324.33,COC1=CC=C(C=C1)C2=C(C(=O)NN2)N=NC3=CC(=CC=C3)OC,COC1=CC=C(C=C1)C2=C(C(=O)NN2)N=NC3=CC(=CC=C3)OC,COC1=CC=C(C=C1)C2=C(C(=O)NN2)N=NC3=CC(=CC=C3)OC,"InChI=1S/C17H16N4O3/c1-23-13-8-6-11(7-9-13)15-16(17(22)21-19-15)20-18-12-4-3-5-14(10-12)24-2/h3-10H,1-2H3,(H2,19,21,22)",AXEQDNRVEUBEKN-UHFFFAOYSA-N,"5-(4-methoxyphenyl)-4-[(3-methoxyphenyl)diazenyl]-1,2-dihydropyrazol-3-one",3.3,324.12224039,324.12224039,84.3,512.0,0.0,2.0,6.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,250.0,11.67,4.8,1.39,3.0,2.0,0.0,0.0,3.0,0.0,5.0,10.0,AAADceB7sAAAAAAAAAAAAAAAAAAAAQAAAAAwYAAAAAAAAAABQAAAHgAYAAAADAyBmAIyxoBiBACKAiVSUACCCAAgIgIaqACGbMgMZiKEsZuAMCBmwBkI6UeQ0AEOIAAAAgAAAABAAAAEAAAAAAAAAAAAAA==
CHEMBL1080994,45375865,512.6,C28H28N6O2S,45375865.0,C28H28N6O2S,512.6,CC1=C(C=CC2=C1C=CN2)NC3=C(C=NC=C3/C=C/C4=CC(=CC=C4)S(=O)(=O)N5CCN(CC5)C)C#N,CC1=C(C=CC2=C1C=CN2)NC3=C(C=NC=C3C=CC4=CC(=CC=C4)S(=O)(=O)N5CCN(CC5)C)C#N,CC1=C(C=CC2=C1C=CN2)NC3=C(C=NC=C3/C=C/C4=CC(=CC=C4)S(=O)(=O)N5CCN(CC5)C)C#N,"InChI=1S/C28H28N6O2S/c1-20-25-10-11-31-27(25)9-8-26(20)32-28-22(18-30-19-23(28)17-29)7-6-21-4-3-5-24(16-21)37(35,36)34-14-12-33(2)13-15-34/h3-11,16,18-19,31H,12-15H2,1-2H3,(H,30,32)/b7-6+",GMQQMSKNSNVPOW-VOTSOKGWSA-N,4-[(4-methyl-1H-indol-5-yl)amino]-5-[(E)-2-[3-(4-methylpiperazin-1-yl)sulfonylphenyl]ethenyl]pyridine-3-carbonitrile,4.4,512.19944533,512.19944533,114.0,949.0,0.0,2.0,7.0,6.0,37.0,0.0,0.0,0.0,1.0,0.0,1.0,398.0,11.61,5.6,2.53,4.0,2.0,0.0,3.0,5.0,0.0,7.2,10.0,AAADceB7sABAAAAAAAAAAAAAAAAAAWAAAAA8eIEAAAAAAFgB/AAAHAQQQAAADAjBXgQ+wfPJkAKwBzRnRHDigDAxAiAI2bg4ZJgI4OLA0dGUJAhgkADIyA8QgIAOgACAwAASAAAAAQGAACQAAAAAAAAAAA==
CHEMBL1080995,45375866,526.7,C29H30N6O2S,45375866.0,C29H30N6O2S,526.7,CC1=C(C=CC2=C1C=CN2)NC3=C(C(=NC=C3C#N)C)/C=C/C4=CC(=CC=C4)S(=O)(=O)N5CCN(CC5)C,CC1=C(C=CC2=C1C=CN2)NC3=C(C(=NC=C3C#N)C)C=CC4=CC(=CC=C4)S(=O)(=O)N5CCN(CC5)C,CC1=C(C=CC2=C1C=CN2)NC3=C(C(=NC=C3C#N)C)/C=C/C4=CC(=CC=C4)S(=O)(=O)N5CCN(CC5)C,"InChI=1S/C29H30N6O2S/c1-20-25-11-12-31-28(25)10-9-27(20)33-29-23(18-30)19-32-21(2)26(29)8-7-22-5-4-6-24(17-22)38(36,37)35-15-13-34(3)14-16-35/h4-12,17,19,31H,13-16H2,1-3H3,(H,32,33)/b8-7+",KRMLZRDHQHQPJW-BQYQJAHWSA-N,6-methyl-4-[(4-methyl-1H-indol-5-yl)amino]-5-[(E)-2-[3-(4-methylpiperazin-1-yl)sulfonylphenyl]ethenyl]pyridine-3-carbonitrile,4.8,526.21509539,526.21509539,114.0,981.0,0.0,2.0,7.0,6.0,38.0,0.0,0.0,0.0,1.0,0.0,1.0,410.7,11.93,5.5,2.26,4.0,2.0,0.0,3.0,5.0,0.0,7.2,10.0,AAADceB7sABAAAAAAAAAAAAAAAAAAWAAAAA8eIEAAAAAAFgB/AAAHAQQQAAADAjBXgQ+wfPJkAKwBzRnRHDigDAxAiAI2bg4ZJgI4OLA0dGUJAhgkADIyA8QgIAOgACAwAASAAAAAQGAACQAAAAAAAAAAA==
CHEMBL1081198,11755812,503.5,C26H20F3N7O,11755812.0,C26H20F3N7O,503.5,C1=CC(=CC(=C1)NC(=O)NC2=CC=CC(=C2)C(F)(F)F)C3=CN4C=CN=C4C(=N3)NCC5=CC=NC=C5,C1=CC(=CC(=C1)NC(=O)NC2=CC=CC(=C2)C(F)(F)F)C3=CN4C=CN=C4C(=N3)NCC5=CC=NC=C5,C1=CC(=CC(=C1)NC(=O)NC2=CC=CC(=C2)C(F)(F)F)C3=CN4C=CN=C4C(=N3)NCC5=CC=NC=C5,"InChI=1S/C26H20F3N7O/c27-26(28,29)19-4-2-6-21(14-19)34-25(37)33-20-5-1-3-18(13-20)22-16-36-12-11-31-24(36)23(35-22)32-15-17-7-9-30-10-8-17/h1-14,16H,15H2,(H,32,35)(H2,33,34,37)",NWEIPABWNQPRCZ-UHFFFAOYSA-N,"1-[3-[8-(pyridin-4-ylmethylamino)imidazo[1,2-a]pyrazin-6-yl]phenyl]-3-[3-(trifluoromethyl)phenyl]urea",4.5,503.16814277,503.16814277,96.2,750.0,0.0,3.0,8.0,6.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,373.6,16.04,9.52,1.4,2.0,3.0,0.0,2.0,5.0,0.0,9.0,10.0,AAADceB7oYAAAAAAAAAAAAAAAAAAAWAAAAA8eIEAAAAAAFgB/AAAHwAQAAAADAjBHxQ98J/MGACoAzZndACCgC0xEqAJ2KA4dJiIaOLAmZGUIAholALIyCcQgIAOAAAAQAAAAAAAAACAAAAAAAAAAAAAAA==
CHEMBL1081312,24905142,319.4,C17H17N7,24905142.0,C17H17N7,319.4,C1CCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CN=C5C(=C4)C=CN5)N,C1CCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CN=C5C(=C4)C=CN5)N,C1CCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CN=C5C(=C4)C=CN5)N,"InChI=1S/C17H17N7/c18-15-13-14(11-7-10-5-6-19-16(10)20-8-11)23-24(12-3-1-2-4-12)17(13)22-9-21-15/h5-9,12H,1-4H2,(H,19,20)(H2,18,21,22)",NVRXTLZYXZNATH-UHFFFAOYSA-N,"1-cyclopentyl-3-(1H-pyrrolo[2,3-b]pyridin-5-yl)pyrazolo[3,4-d]pyrimidin-4-amine",2.1,319.15454357,319.15454357,98.3,454.0,0.0,2.0,5.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,238.1,10.14,4.04,1.19,1.0,2.0,0.0,4.0,5.0,0.0,3.0,10.0,AAADceB7gAAAAAAAAAAAAAAAAAAAAeLEAAAsWAAAAAAAAFgB/gAAHAAYAAAADCjBHwQ9sN7JkACiAzZnZACShCuxgqAd2aA4ZJiIKOLA2dGEpAhomALIyCcQgMAOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==
CHEMBL1082152,11560568,409.4,C22H20FN3O4,11560568.0,C22H20FN3O4,409.4,CN1C=C(C2=C1C=CC(=C2)F)C3=C(C(=O)NC3=O)C4=CC(=CC=C4)NCC(CO)O,CN1C=C(C2=C1C=CC(=C2)F)C3=C(C(=O)NC3=O)C4=CC(=CC=C4)NCC(CO)O,CN1C=C(C2=C1C=CC(=C2)F)C3=C(C(=O)NC3=O)C4=CC(=CC=C4)NCC(CO)O,"InChI=1S/C22H20FN3O4/c1-26-10-17(16-8-13(23)5-6-18(16)26)20-19(21(29)25-22(20)30)12-3-2-4-14(7-12)24-9-15(28)11-27/h2-8,10,15,24,27-28H,9,11H2,1H3,(H,25,29,30)",RPGZQOOZHIEPJW-UHFFFAOYSA-N,"3-[3-(2,3-dihydroxypropylamino)phenyl]-4-(5-fluoro-1-methylindol-3-yl)pyrrole-2,5-dione",2.0,409.14378429,409.14378429,104.0,714.0,0.0,4.0,6.0,6.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,309.8,8.52,5.43,2.41,4.0,4.0,0.0,2.0,4.0,0.0,6.2,10.0,AAADceB7OQAAAAAAAAAAAAAAAAAAAWIAAAAwYAAAAAAAAFgB9AAAHwAQCAAADBzhng4+wPPMEgCoAzV3VACCgCAxAiAI2KE4ZNgLMPLAlZGEYAhilCDZyQccicCegAAAQAACAAAAAACAAAQAAAAAAAAAAA==
CHEMBL1082440,9885023,319.4,C16H21N3O2S,9885023.0,C16H21N3O2S,319.4,CC1CNCCCN1S(=O)(=O)C2=CC=CC3=C2C(=CN=C3)C,CC1CNCCCN1S(=O)(=O)C2=CC=CC3=C2C(=CN=C3)C,CC1CNCCCN1S(=O)(=O)C2=CC=CC3=C2C(=CN=C3)C,"InChI=1S/C16H21N3O2S/c1-12-9-18-11-14-5-3-6-15(16(12)14)22(20,21)19-8-4-7-17-10-13(19)2/h3,5-6,9,11,13,17H,4,7-8,10H2,1-2H3",AWDORCFLUJZUQS-UHFFFAOYSA-N,"4-methyl-5-[(2-methyl-1,4-diazepan-1-yl)sulfonyl]isoquinoline",1.7,319.13544809,319.13544809,70.7,476.0,0.0,1.0,5.0,2.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,240.6,9.05,2.57,1.2,3.0,1.0,0.0,1.0,3.0,0.0,3.4,10.0,AAADceB7MABAAAAAAAAAAAAAAAAAAAAAAAA8QAAABYAAAACx8AAAHAQQQAAADCjBWgQ+gdLIEAKgAjBnRHDCgDAxACAI2LgoRJgIYOLA0ZGUIAhgkADIyAcQgMAOgAAAgAAUAAAAAAEAACgAAAAAAAAAAA==
CHEMBL1084546,11713159,507.5,C21H20F3N7O3S,11713159.0,C21H20F3N7O3S,507.5,CN(C1=C(C=CC=N1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4)S(=O)(=O)C,CN(C1=C(C=CC=N1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4)S(=O)(=O)C,CN(C1=C(C=CC=N1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4)S(=O)(=O)C,"InChI=1S/C21H20F3N7O3S/c1-31(35(2,33)34)19-12(4-3-7-25-19)10-26-18-15(21(22,23)24)11-27-20(30-18)28-14-5-6-16-13(8-14)9-17(32)29-16/h3-8,11H,9-10H2,1-2H3,(H,29,32)(H2,26,27,28,30)",MZDKLVOWGIOKTN-UHFFFAOYSA-N,"N-methyl-N-[3-[[[2-[(2-oxo-1,3-dihydroindol-5-yl)amino]-5-(trifluoromethyl)pyrimidin-4-yl]amino]methyl]pyridin-2-yl]methanesulfonamide",2.0,507.13004319,507.13004319,138.0,856.0,0.0,3.0,12.0,7.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,361.8,10.48,7.22,1.78,4.0,3.0,0.0,1.0,4.0,0.0,8.4,10.0,AAADceB7sYBAAAAAAAAAAAAAAAAAAWAAAAA8WIAAAAAAAFgB8AAAHwQQQAAADAjBmhS/8JbIEAKoAjd3dHCCgCkxAqAJ2KE4ZJiIKPLA3dGEJAholALIyCcciYCeAACAQAACAAAAAQCAAAQAAAAAAAAAAA==
CHEMBL1085511,24762205,499.6,C28H33N7O2,24762205.0,C28H33N7O2,499.6,CC(C)COC(=O)NC1=CC=C(C=C1)C2=C(N3C(=C(C=N3)C4=CC=C(C=C4)N5CCN(CC5)C)N=C2)N,CC(C)COC(=O)NC1=CC=C(C=C1)C2=C(N3C(=C(C=N3)C4=CC=C(C=C4)N5CCN(CC5)C)N=C2)N,CC(C)COC(=O)NC1=CC=C(C=C1)C2=C(N3C(=C(C=N3)C4=CC=C(C=C4)N5CCN(CC5)C)N=C2)N,"InChI=1S/C28H33N7O2/c1-19(2)18-37-28(36)32-22-8-4-20(5-9-22)24-16-30-27-25(17-31-35(27)26(24)29)21-6-10-23(11-7-21)34-14-12-33(3)13-15-34/h4-11,16-17,19H,12-15,18,29H2,1-3H3,(H,32,36)",DAZCBQNFGSWSQG-UHFFFAOYSA-N,"2-methylpropyl N-[4-[7-amino-3-[4-(4-methylpiperazin-1-yl)phenyl]pyrazolo[1,5-a]pyrimidin-6-yl]phenyl]carbamate",4.1,499.26957332,499.26957332,101.0,730.0,0.0,2.0,7.0,7.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,393.7,44.07,3.77,0.98,3.0,2.0,0.0,3.0,5.0,1.0,9.2,8.0,AAADcfB7sAAAAAAAAAAAAAAAAAAAAWAAAAA8eIEAAAAAAFgB9AAAHgAYAAAADQjhmwY/+J/IFACqAjZnfACShCsxgqAd2CAoZJmIaOLA2dGcpAh4nALIyCcQgMAOiAAAAAAAAAAQAAAAAAAAAAAAAAAAAA==
CHEMBL1086736,135976660,295.3,C15H13N5O2,135976660.0,C15H13N5O2,295.3,COC1=C(C=NC=C1)C2=C(C(=O)NN2)N=NC3=CC=CC=C3,COC1=C(C=NC=C1)C2=C(C(=O)NN2)N=NC3=CC=CC=C3,COC1=C(C=NC=C1)C2=C(C(=O)NN2)N=NC3=CC=CC=C3,"InChI=1S/C15H13N5O2/c1-22-12-7-8-16-9-11(12)13-14(15(21)20-18-13)19-17-10-5-3-2-4-6-10/h2-9H,1H3,(H2,18,20,21)",NPLOHUPMKKUYFK-UHFFFAOYSA-N,"5-(4-methoxypyridin-3-yl)-4-phenyldiazenyl-1,2-dihydropyrazol-3-one",2.3,295.10692467,295.10692467,88.0,471.0,0.0,2.0,6.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,224.3,8.62,3.59,1.58,3.0,2.0,0.0,0.0,3.0,0.0,4.0,10.0,AAADccBzsAAAAAAAAAAAAAAAAAAAAQAAAAA8QAAAAAAAAAABwAAAHgAYAAAADAzBmgY+xpJqFACqAjV3VACCiCAxIiIa+CC+bNgMZGLE8ZmEIChiwAjI6UcQAAAMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==
CHEMBL1087397,24884503,515.5,C29H24F3N5O,24884503.0,C29H24F3N5O,515.5,CN(C)CC1=CC=C(C=C1)C2=C3N=CC=C(N3N=C2)C4=CC(=CC=C4)NC(=O)C5=CC(=CC=C5)C(F)(F)F,CN(C)CC1=CC=C(C=C1)C2=C3N=CC=C(N3N=C2)C4=CC(=CC=C4)NC(=O)C5=CC(=CC=C5)C(F)(F)F,CN(C)CC1=CC=C(C=C1)C2=C3N=CC=C(N3N=C2)C4=CC(=CC=C4)NC(=O)C5=CC(=CC=C5)C(F)(F)F,"InChI=1S/C29H24F3N5O/c1-36(2)18-19-9-11-20(12-10-19)25-17-34-37-26(13-14-33-27(25)37)21-5-4-8-24(16-21)35-28(38)22-6-3-7-23(15-22)29(30,31)32/h3-17H,18H2,1-2H3,(H,35,38)",AIWJVLQNYNCDSL-UHFFFAOYSA-N,"N-[3-[3-[4-[(dimethylamino)methyl]phenyl]pyrazolo[1,5-a]pyrimidin-7-yl]phenyl]-3-(trifluoromethyl)benzamide",5.2,515.19329489,515.19329489,62.5,787.0,0.0,1.0,7.0,6.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,392.8,29.7,6.36,1.13,3.0,1.0,0.0,1.0,5.0,0.0,8.0,10.0,AAADceB7oYAAAAAAAAAAAAAAAAAAAWAAAAA8YMEAAAAAAFgB9AAAHwAYAAAADAjBnxQ/8J/IEACqAzd3dACShCs1gqAd2CE4ZNiIKPLA3dGEpQhonALIyacYiMCOwAACQAAAAACAAASAAAAAAAAAAAAAAA==
CHEMBL1087421,44138048,340.6,C16H12Cl3NO,44138048.0,C16H12Cl3NO,340.6,COC1=C(C=C2C(=C1)CCN=C2C3=CC(=C(C=C3)Cl)Cl)Cl,COC1=C(C=C2C(=C1)CCN=C2C3=CC(=C(C=C3)Cl)Cl)Cl,COC1=C(C=C2C(=C1)CCN=C2C3=CC(=C(C=C3)Cl)Cl)Cl,"InChI=1S/C16H12Cl3NO/c1-21-15-7-9-4-5-20-16(11(9)8-14(15)19)10-2-3-12(17)13(18)6-10/h2-3,6-8H,4-5H2,1H3",QLDFAHVPALXKAU-UHFFFAOYSA-N,"7-chloro-1-(3,4-dichlorophenyl)-6-methoxy-3,4-dihydroisoquinoline",5.2,338.998447,338.998447,21.6,403.0,0.0,0.0,2.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,242.5,9.56,3.31,1.29,2.0,0.0,0.0,0.0,3.0,0.0,2.4,8.0,AAADccB6IAAGAAAAAAAAAAAAAAAAAAAAAAAwYIAAAAAAAACBQAAAHgIAAAAADA7BmCYyBoIABACgAyBiBAACCAAgJUAIikAmC5gMJqOFsxuAMCAkwBEIqAeQ0PAOpAABIAAQCARIAAJAACAQCAAAAAAAAA==
CHEMBL1087650,46880136,474.6,C29H26N6O,46880136.0,C29H26N6O,474.6,CN1C[C@@H]2C[C@H]1CN2C3=CC=C(C=C3)C4=CC=NC5=C(C(=NN45)C6=CC=NC=C6)C7=CC(=CC=C7)O,CN1CC2CC1CN2C3=CC=C(C=C3)C4=CC=NC5=C(C(=NN45)C6=CC=NC=C6)C7=CC(=CC=C7)O,CN1C[C@@H]2C[C@H]1CN2C3=CC=C(C=C3)C4=CC=NC5=C(C(=NN45)C6=CC=NC=C6)C7=CC(=CC=C7)O,"InChI=1S/C29H26N6O/c1-33-17-24-16-23(33)18-34(24)22-7-5-19(6-8-22)26-11-14-31-29-27(21-3-2-4-25(36)15-21)28(32-35(26)29)20-9-12-30-13-10-20/h2-15,23-24,36H,16-18H2,1H3/t23-,24-/m0/s1",MZPDPRITYJNRSG-ZEQRLZLVSA-N,"3-[7-[4-[(1S,4S)-5-methyl-2,5-diazabicyclo[2.2.1]heptan-2-yl]phenyl]-2-pyridin-4-ylpyrazolo[1,5-a]pyrimidin-3-yl]phenol",4.0,474.21680947,474.21680947,69.8,754.0,0.0,1.0,6.0,4.0,36.0,0.0,2.0,0.0,0.0,0.0,1.0,370.6,22.28,4.58,1.18,3.0,1.0,0.0,2.0,6.0,0.0,5.0,10.0,AAADceB7oAAAAAAAAAAAAAAAAAAAAWLFgAA8eLECAAAAAFgB/AAAHgAICAAADCzBnwQ/9p8IEgCiAzZnZACShCsxIqAd2CA+bJiIbuLC2dOU9AhsyBPI2CeQ0PMOiAABAAAAAAAQAAIAAAAAAAAAAAAAAA==
CHEMBL1088633,44138049,306.2,C16H13Cl2NO,44138049.0,C16H13Cl2NO,306.2,COC1=C(C=C2C(=C1)CCN=C2C3=CC(=CC=C3)Cl)Cl,COC1=C(C=C2C(=C1)CCN=C2C3=CC(=CC=C3)Cl)Cl,COC1=C(C=C2C(=C1)CCN=C2C3=CC(=CC=C3)Cl)Cl,"InChI=1S/C16H13Cl2NO/c1-20-15-8-10-5-6-19-16(13(10)9-14(15)18)11-3-2-4-12(17)7-11/h2-4,7-9H,5-6H2,1H3",FRZUSJCWOONEQS-UHFFFAOYSA-N,"7-chloro-1-(3-chlorophenyl)-6-methoxy-3,4-dihydroisoquinoline",4.5,305.0374194,305.0374194,21.6,373.0,0.0,0.0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,226.6,8.28,3.32,1.3,2.0,0.0,0.0,0.0,3.0,0.0,2.4,8.0,AAADccB6IAAGAAAAAAAAAAAAAAAAAAAAAAAwYIAAAAAAAACBQAAAHgIAAAAADA7BmCYyBoIABACgAyBiBAACCAAgJUAIiAAmC5gMJqOFsxuAMCAkwBEIqAeQ0PAOpAABIAAQCABIAAJAACAQAAAAAAAAAA==
CHEMBL1089082,24822704,459.4,C25H16F3N5O,24822704.0,C25H16F3N5O,459.4,C1=CC(=CC(=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)C3=CC=NC4=CC(=NN34)C5=CC=NC=C5,C1=CC(=CC(=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)C3=CC=NC4=CC(=NN34)C5=CC=NC=C5,C1=CC(=CC(=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)C3=CC=NC4=CC(=NN34)C5=CC=NC=C5,"InChI=1S/C25H16F3N5O/c26-25(27,28)19-5-1-4-18(13-19)24(34)31-20-6-2-3-17(14-20)22-9-12-30-23-15-21(32-33(22)23)16-7-10-29-11-8-16/h1-15H,(H,31,34)",LCMNWMABPDVIPG-UHFFFAOYSA-N,"N-[3-(2-pyridin-4-ylpyrazolo[1,5-a]pyrimidin-7-yl)phenyl]-3-(trifluoromethyl)benzamide",4.3,459.13069464,459.13069464,72.2,701.0,0.0,1.0,7.0,4.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,341.7,16.08,6.25,2.31,4.0,1.0,0.0,0.0,5.0,0.0,6.0,10.0,AAADceB7oYAAAAAAAAAAAAAAAAAAAWAAAAA8eIEAAAAAAFgB/AAAHwAYAAAADAjBnxQ98J7IEACqAzd3dACShCs1AqAd2CE4ZNiIKPLA3dGEpQhonALIyacYiMCOAAACQAAAAAAAAASAAAAAAAAAAAAAAA==
CHEMBL1090143,46865419,476.5,C25H15F3N4OS,46865419.0,C25H15F3N4OS,476.5,C1=CC(=CC(=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)C3=C4C=C(SC4=NC=N3)C5=CC=NC=C5,C1=CC(=CC(=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)C3=C4C=C(SC4=NC=N3)C5=CC=NC=C5,C1=CC(=CC(=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)C3=C4C=C(SC4=NC=N3)C5=CC=NC=C5,"InChI=1S/C25H15F3N4OS/c26-25(27,28)18-5-1-4-17(11-18)23(33)32-19-6-2-3-16(12-19)22-20-13-21(15-7-9-29-10-8-15)34-24(20)31-14-30-22/h1-14H,(H,32,33)",CXIYVOOQCNGGIB-UHFFFAOYSA-N,"N-[3-(6-pyridin-4-ylthieno[2,3-d]pyrimidin-4-yl)phenyl]-3-(trifluoromethyl)benzamide",5.5,476.09186677,476.09186677,96.0,704.0,0.0,1.0,8.0,4.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,353.1,15.74,7.33,1.68,3.0,1.0,0.0,1.0,5.0,0.0,6.0,10.0,AAADccB7oYBAAAAAAAAAAAAAAAAAASAAAAA8eIEAAAAAAFgB/gAAHwQQAAAADAjB3hQ90dbIEAisAzV3dACD0Kl1CrhJ2Dk4ZNiIKPLg3dGEJQxolALoyacYiMCOAAACQAAAAAAAAASAAAAAAAAAAAAAAA==
CHEMBL1090356,46886319,587.7,C33H29N7O2S,46886319.0,C33H29N7O2S,587.7,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=C(N=C5N4C=CS5)C6=CC(=CC=C6)NC(=O)CC7=CC=CC=C7,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=C(N=C5N4C=CS5)C6=CC(=CC=C6)NC(=O)CC7=CC=CC=C7,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=C(N=C5N4C=CS5)C6=CC(=CC=C6)NC(=O)CC7=CC=CC=C7,"InChI=1S/C33H29N7O2S/c41-29(21-23-5-2-1-3-6-23)35-26-8-4-7-24(22-26)30-31(40-17-20-43-33(40)38-30)28-13-14-34-32(37-28)36-25-9-11-27(12-10-25)39-15-18-42-19-16-39/h1-14,17,20,22H,15-16,18-19,21H2,(H,35,41)(H,34,36,37)",BFTPDUXUTFGDLP-UHFFFAOYSA-N,"N-[3-[5-[2-(4-morpholin-4-ylanilino)pyrimidin-4-yl]imidazo[2,1-b][1,3]thiazol-6-yl]phenyl]-2-phenylacetamide",5.9,587.21034437,587.21034437,125.0,894.0,0.0,2.0,8.0,8.0,43.0,0.0,0.0,0.0,0.0,0.0,1.0,454.9,14.03,6.9,3.28,3.0,2.0,0.0,3.0,7.0,0.0,10.2,10.0,AAADceB/sABAAAAAAAAAAAAAAAAAAWLAAAA8eMECAAAWAAAB/AAAHgQQAAAADAjl3ga90ZfMHAisAzV3dACC8K1xGrhJ2C04dJiKaPLA3dGXJAholALYyCcYiMCOAACAQAAAAAAAAQCAAAAAAAAAAAAAAA==
CHEMBL1090360,46886323,587.7,C33H29N7O2S,46886323.0,C33H29N7O2S,587.7,C1COCCN1C2=CC=CC(=C2)NC3=NC=CC(=N3)C4=C(N=C5N4C=CS5)C6=CC(=CC=C6)NC(=O)CC7=CC=CC=C7,C1COCCN1C2=CC=CC(=C2)NC3=NC=CC(=N3)C4=C(N=C5N4C=CS5)C6=CC(=CC=C6)NC(=O)CC7=CC=CC=C7,C1COCCN1C2=CC=CC(=C2)NC3=NC=CC(=N3)C4=C(N=C5N4C=CS5)C6=CC(=CC=C6)NC(=O)CC7=CC=CC=C7,"InChI=1S/C33H29N7O2S/c41-29(20-23-6-2-1-3-7-23)35-25-9-4-8-24(21-25)30-31(40-16-19-43-33(40)38-30)28-12-13-34-32(37-28)36-26-10-5-11-27(22-26)39-14-17-42-18-15-39/h1-13,16,19,21-22H,14-15,17-18,20H2,(H,35,41)(H,34,36,37)",XKZQZMSAWVDRSP-UHFFFAOYSA-N,"N-[3-[5-[2-(3-morpholin-4-ylanilino)pyrimidin-4-yl]imidazo[2,1-b][1,3]thiazol-6-yl]phenyl]-2-phenylacetamide",5.9,587.21034437,587.21034437,125.0,902.0,0.0,2.0,8.0,8.0,43.0,0.0,0.0,0.0,0.0,0.0,1.0,454.1,12.44,4.8,4.04,3.0,2.0,0.0,3.0,7.0,0.0,10.2,10.0,AAADceB/sABAAAAAAAAAAAAAAAAAAWLAAAA8eMECAAAWAAAB/AAAHgQQAAAADAjl3ga90ZfMHAisAzV3dACC8K1xGrhJ2C04dJiKaPLA3dGXJAholALYyCcYiMCOAAAAQAQAAAAAAACACAAAAAAAAAAAAA==
